request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"0900ecee-4a75-4a85-8581-a6dd97eb13a1",GET,/,"debug=true&locale=en",,302,,,,71224019431300,71224101813000,71224106463400
"d709e2d5-60cd-4812-a5b2-935c9b6b9853",GET,/any/system/welcome,,,200,text/html;charset=utf-8,advertisement=438,,71224127045400,71224136067700,71230676778600
"d180a5de-6857-4a5c-815a-5127c42c8f65",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,71230795146400,71230815405000,71230816631400
"e5c69324-a2ab-45ea-b494-9b1156732318",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,71230829281500,71230844022900,71230845573600
"94ded6d7-84cc-4846-91cd-0386de2e27bb",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,71230858220100,71230920474100,71230923279600
"0ccc1c3a-f42a-4b43-85c1-c0c5002da9dd",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,71230931400100,71230943988500,71230945664100
"91ad61cd-6286-4953-a533-10d9858fbe49",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,71230952135000,71230976217500,71230977621600
"f79dabce-af29-4698-ab79-f248bb9ce84a",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,71230983166300,71231015129800,71231016320900
"f6eb9d48-9763-4a17-9812-2f7be401ec9d",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,71231021913800,71231103604400,71231104759500
"4af3041e-c8da-4ff0-a38e-223a3960ec4e",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,71231110606400,71231132212300,71231133307800
"df314e12-774f-4b6b-851b-61a7048f6a19",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,71231138975500,71231170434200,71231171596900
"7e0de8f5-ebe7-495f-b9d5-c51ad76e6962",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,71231179253000,71231251095200,71231252412000
"402af0cc-3d01-448a-b1fe-d0ede1f2a4e1",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,71231260857400,71231272725300,71231273789100
"b8ee5193-5469-4f91-aa73-a2d9c5a6d1ff",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,71231280110700,71231299629900,71231300611100
"d041b00e-4d37-40c7-9e36-78bdae9745f7",GET,/images/ANS.png,,,200,image/png,,,71231306502100,71231310334700,71231311178700
"05e9cb03-07e9-448d-b24c-30533f2fcc5c",GET,/images/logoANS.png,,,200,image/png,,,71231325091500,71231328216400,71231328934600
"8111d48e-e89e-4472-82e0-f7258a1c67b6",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,71231334629200,71231345119200,71231346158700
