request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"53e5e006-6c6c-4f18-a46a-af39954aa6e8",GET,/,"debug=true&locale=en",,302,,,,208317548037600,208317664965900,208317670856600
"7b369aec-7e25-499a-b60e-7ac376fdf3e3",GET,/any/system/welcome,,,200,text/html;charset=utf-8,advertisement=438,,208317696864100,208317709899500,208324659919900
"016753d6-5d82-4850-8340-bd485167ea0c",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,208324836546100,208324848775500,208324850198500
"73b7ae28-b288-49bf-a8a3-f6caa0c7b5b5",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,208324862652600,208324866193600,208324867422700
"ce386e11-cc62-4706-a3a4-60a30ebf3340",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,208324876451000,208324879479200,208324880852500
"96a4c8a5-ccf8-4782-8f41-1b6ae7fb39e3",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,208324889234400,208324892129300,208324893339600
"13266ed5-d7cb-4c00-ac66-559240210293",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,208324901978200,208324904786100,208324905884400
"2acc614d-7f74-49fa-9bce-2e7b38819017",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,208324915331000,208324919598300,208324921498300
"7314a2cd-f85f-47d0-8fcf-a2564d89d9e2",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,208324930772200,208324934597400,208324935806600
"0ccaf3bd-6e44-496c-8e49-9f14ea362ef4",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,208324944999100,208324948936600,208324950291100
"dd04644c-2b16-4f1e-b623-42068eb3df0d",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,208324958195000,208324961954300,208324963160200
"7c294935-0933-4f1f-9c93-07895c69eafd",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,208324973822000,208324977670400,208324979102800
